time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1701381571,229419.43,9.301432E+08,214318.66,28999.38,1.176400E+08,27105.98
1701381581,221258.88,9.323558E+08,214334.61,28000.17,1.179200E+08,27108.04
1701381591,228861.60,9.346443E+08,214367.93,29000.76,1.182100E+08,27112.38
1701381601,221207.22,9.368565E+08,214383.58,27998.90,1.184900E+08,27114.41
1701381611,158566.59,9.384421E+08,214256.15,20001.21,1.186900E+08,27098.17
1701381621,189682.80,9.403390E+08,214200.17,23998.89,1.189300E+08,27091.11
1701381631,150000.99,9.418389E+08,214054.28,19001.47,1.191200E+08,27072.73
1701381641,126968.35,9.431087E+08,213856.79,15998.72,1.192800E+08,27047.61
1701381651,213518.59,9.452437E+08,213856.02,27001.68,1.195500E+08,27047.51
1701381661,189906.55,9.471428E+08,213801.96,23999.88,1.197900E+08,27040.63
1701381671,221529.27,9.493582E+08,213819.37,27998.06,1.200700E+08,27042.79
1701381681,213436.35,9.514925E+08,213818.51,27001.40,1.203400E+08,27042.69
1701381691,221447.71,9.537069E+08,213835.61,28001.00,1.206200E+08,27044.84
1701381701,189190.19,9.555988E+08,213780.48,24000.15,1.208600E+08,27038.03
1701381711,237688.52,9.579758E+08,213833.85,29998.06,1.211600E+08,27044.64
1701381721,221268.71,9.601885E+08,213850.41,27999.96,1.214400E+08,27046.77
1701381731,228977.57,9.624782E+08,213884.02,29000.81,1.217300E+08,27051.11
1701381741,198022.60,9.644585E+08,213848.85,24998.85,1.219800E+08,27046.56
1701381751,213456.01,9.665932E+08,213847.98,26999.33,1.222500E+08,27046.45
1701381761,205383.69,9.686469E+08,213829.30,26001.66,1.225100E+08,27044.15
1701381771,229385.42,9.709407E+08,213863.56,29000.74,1.228000E+08,27048.46
1701381781,197515.28,9.729159E+08,213827.63,24998.43,1.230500E+08,27043.95
1701381791,213564.87,9.750515E+08,213827.05,27001.56,1.233200E+08,27043.86
1701381801,189172.32,9.769432E+08,213773.10,23999.43,1.235600E+08,27037.19
1701381811,190368.49,9.788470E+08,213722.00,23999.53,1.238000E+08,27030.56
1701381821,228937.03,9.811362E+08,213755.14,29001.13,1.240900E+08,27034.86
1701381831,182381.49,9.829600E+08,213686.94,23000.18,1.243200E+08,27026.08
1701381841,150375.20,9.844639E+08,213549.60,18998.83,1.245100E+08,27008.67
1701381851,189203.22,9.863559E+08,213496.90,24000.65,1.247500E+08,27002.16
1701381861,205249.91,9.884083E+08,213479.09,26000.31,1.250100E+08,27000.00
1701381871,197755.43,9.903859E+08,213445.20,24999.32,1.252600E+08,26995.68
1701381881,213515.26,9.925211E+08,213445.35,26999.51,1.255300E+08,26995.69
1701381891,205769.14,9.945787E+08,213428.88,26001.37,1.257900E+08,26993.56
1701381901,205960.61,9.966383E+08,213412.89,25999.79,1.260500E+08,26991.43
1701381911,205775.24,9.986961E+08,213396.57,25999.46,1.263100E+08,26989.31
1701381921,213461.15,1.000831E+09,213396.71,27000.21,1.265800E+08,26989.33
1701381931,189145.68,1.002722E+09,213345.11,23999.55,1.268200E+08,26982.97
1701381941,221547.78,1.004938E+09,213362.52,28000.98,1.271000E+08,26985.13
1701381951,229674.37,1.007234E+09,213397.08,29001.22,1.273900E+08,26989.41
1701381961,221381.73,1.009448E+09,213413.96,27997.87,1.276700E+08,26991.54
1701381971,213442.26,1.011583E+09,213414.02,26999.89,1.279400E+08,26991.56
1701381981,181049.14,1.013393E+09,213345.89,23000.50,1.281700E+08,26983.15
1701381991,221569.12,1.015609E+09,213363.16,27998.81,1.284500E+08,26985.29
1701382001,213472.32,1.017744E+09,213363.39,27001.00,1.287200E+08,26985.32
1701382011,221491.88,1.019958E+09,213380.40,28000.30,1.290000E+08,26987.44
1701382021,221583.95,1.022174E+09,213397.52,28000.87,1.292800E+08,26989.56
1701382031,173606.26,1.023910E+09,213314.62,21999.22,1.295000E+08,26979.16
1701382041,229010.79,1.026200E+09,213347.25,29000.70,1.297900E+08,26983.36
1701382051,205750.88,1.028258E+09,213331.49,25998.82,1.300500E+08,26981.32
1701382061,221215.13,1.030470E+09,213347.81,28000.02,1.303300E+08,26983.43
1701382071,229486.91,1.032765E+09,213381.16,28999.70,1.306200E+08,26987.60
1701382081,221554.80,1.034980E+09,213398.01,28001.30,1.309000E+08,26989.69
1701382091,221447.82,1.037195E+09,213414.57,28000.20,1.311800E+08,26991.77
1701382101,229579.55,1.039491E+09,213447.77,29000.20,1.314700E+08,26995.89
1701382111,213535.80,1.041626E+09,213447.95,26998.74,1.317400E+08,26995.90
1701382121,213395.72,1.043760E+09,213447.84,26999.22,1.320100E+08,26995.90
1701382131,221287.95,1.045973E+09,213463.84,28000.83,1.322900E+08,26997.95
1701382141,236653.65,1.048340E+09,213511.07,30000.03,1.325900E+08,27004.07
1701382151,229254.64,1.050632E+09,213543.07,29000.82,1.328800E+08,27008.13
1701382161,221561.74,1.052848E+09,213559.33,27999.70,1.331600E+08,27010.14
1701382171,205326.45,1.054901E+09,213542.67,26001.32,1.334200E+08,27008.10
1701382181,229697.80,1.057198E+09,213575.31,28998.90,1.337100E+08,27012.12
1701382191,237304.92,1.059571E+09,213623.15,30000.33,1.340100E+08,27018.14
1701382201,205735.83,1.061628E+09,213607.28,26000.37,1.342700E+08,27016.09
1701382211,229052.72,1.063919E+09,213638.29,28999.93,1.345600E+08,27020.08
1701382221,189723.37,1.065816E+09,213590.36,23998.15,1.348000E+08,27014.02
1701382231,213359.65,1.067950E+09,213589.90,27001.16,1.350700E+08,27014.00
1701382241,221529.48,1.070165E+09,213605.75,27999.77,1.353500E+08,27015.96
1701382251,205333.53,1.072218E+09,213589.27,26000.85,1.356100E+08,27013.94
1701382261,197148.89,1.074190E+09,213556.59,24998.24,1.358600E+08,27009.93
1701382271,205817.24,1.076248E+09,213541.23,26000.06,1.361200E+08,27007.93
1701382281,213458.60,1.078383E+09,213541.07,27000.56,1.363900E+08,27007.92
1701382291,229203.47,1.080675E+09,213572.02,29000.98,1.366800E+08,27011.85
1701382301,205421.08,1.082729E+09,213555.94,25999.45,1.369400E+08,27009.86
1701382311,213439.99,1.084863E+09,213555.71,27000.54,1.372100E+08,27009.84
1701382321,229607.85,1.087159E+09,213587.25,28998.88,1.375000E+08,27013.75
1701382331,229705.08,1.089456E+09,213618.85,29000.74,1.377900E+08,27017.64
1701382341,221321.37,1.091670E+09,213633.93,27999.33,1.380700E+08,27019.56
1701382351,221203.84,1.093882E+09,213648.71,28001.22,1.383500E+08,27021.48
1701382361,205774.58,1.095939E+09,213633.36,26000.12,1.386100E+08,27019.49
1701382371,205568.33,1.097995E+09,213617.67,25999.11,1.388700E+08,27017.50
1701382381,229114.87,1.100286E+09,213647.76,29000.41,1.391600E+08,27021.36
1701382391,205930.04,1.102345E+09,213632.81,26000.80,1.394200E+08,27019.38
1701382401,205463.82,1.104400E+09,213617.01,25999.41,1.396800E+08,27017.40
1701382411,197338.01,1.106374E+09,213585.58,24999.13,1.399300E+08,27013.51
1701382421,221556.84,1.108589E+09,213600.94,28000.41,1.402100E+08,27015.41
1701382431,181607.55,1.110405E+09,213539.41,22999.61,1.404400E+08,27007.69
1701382441,213487.81,1.112540E+09,213539.31,26999.60,1.407100E+08,27007.67
1701382451,221337.09,1.114753E+09,213554.25,28000.67,1.409900E+08,27009.57
1701382461,190382.38,1.116657E+09,213509.94,24000.24,1.412300E+08,27003.82
1701382471,165493.91,1.118312E+09,213418.31,20999.68,1.414400E+08,26992.36
1701382481,198042.15,1.120293E+09,213389.02,24999.36,1.416900E+08,26988.56
1701382491,181560.78,1.122108E+09,213328.51,23001.53,1.419200E+08,26980.99
1701382501,174194.38,1.123850E+09,213254.26,22000.52,1.421400E+08,26971.54
1701382511,221075.68,1.126061E+09,213269.07,27998.68,1.424200E+08,26973.48
1701382521,236896.52,1.128430E+09,213313.74,30000.07,1.427200E+08,26979.20
1701382531,221563.69,1.130646E+09,213329.30,27998.71,1.430000E+08,26981.13
1701382541,221583.69,1.132861E+09,213344.85,28001.52,1.432800E+08,26983.05
1701382551,221536.79,1.135077E+09,213360.25,27998.58,1.435600E+08,26984.96
1701382561,229527.58,1.137372E+09,213390.58,29002.08,1.438500E+08,26988.74
1701382571,228793.77,1.139660E+09,213419.42,28998.53,1.441400E+08,26992.50
1701382581,221208.13,1.141872E+09,213433.98,28000.19,1.444200E+08,26994.39
1701382591,221252.58,1.144084E+09,213448.57,28000.61,1.447000E+08,26996.26
1701382601,205712.83,1.146142E+09,213434.16,26000.23,1.449600E+08,26994.41
1701382611,182513.21,1.147967E+09,213376.68,22998.64,1.451900E+08,26986.98
1701382621,236774.61,1.150334E+09,213420.09,30001.33,1.454900E+08,26992.57
1701382631,205852.21,1.152393E+09,213406.08,25999.87,1.457500E+08,26990.74
1701382641,197892.28,1.154372E+09,213377.40,24999.08,1.460000E+08,26987.05
1701382651,197333.87,1.156345E+09,213347.80,25001.72,1.462500E+08,26983.39
1701382661,213394.45,1.158479E+09,213347.89,26998.56,1.465200E+08,26983.42
1701382671,213514.01,1.160614E+09,213348.19,26999.75,1.467900E+08,26983.45
1701382681,229803.20,1.162912E+09,213378.38,29001.82,1.470800E+08,26987.15
1701382691,221275.07,1.165125E+09,213392.85,27998.15,1.473600E+08,26989.00
1701382701,213576.29,1.167261E+09,213393.18,27000.25,1.476300E+08,26989.03
1701382711,228836.49,1.169549E+09,213421.36,29001.91,1.479200E+08,26992.70
1701382721,221183.73,1.171761E+09,213435.50,28000.40,1.482000E+08,26994.53
1701382731,228971.95,1.174051E+09,213463.75,28998.09,1.484900E+08,26998.18
1701382741,221662.06,1.176267E+09,213478.63,28000.75,1.487700E+08,27000.00
1701382751,229588.73,1.178563E+09,213507.82,28998.34,1.490600E+08,27003.62
1701382761,237204.85,1.180935E+09,213550.67,30000.11,1.493600E+08,27009.04
1701382771,197596.38,1.182911E+09,213521.87,24999.85,1.496100E+08,27005.41
1701382781,237087.42,1.185282E+09,213564.33,30001.83,1.499100E+08,27010.81
1701382791,189813.49,1.187180E+09,213521.61,23998.65,1.501500E+08,27005.39
1701382801,229474.83,1.189475E+09,213550.25,29000.48,1.504400E+08,27008.97
1701382811,228894.80,1.191764E+09,213577.75,29000.43,1.507300E+08,27012.54
1701382821,221238.58,1.193976E+09,213591.45,27999.33,1.510100E+08,27014.31
1701382831,213482.38,1.196111E+09,213591.26,27000.92,1.512800E+08,27014.28
1701382841,190259.48,1.198014E+09,213549.67,24000.41,1.515200E+08,27008.91
1701382851,213395.40,1.200148E+09,213549.39,27000.94,1.517900E+08,27008.90
1701382861,213385.79,1.202282E+09,213549.10,26998.85,1.520600E+08,27008.88
1701382871,197225.32,1.204254E+09,213520.16,24999.31,1.523100E+08,27005.31
1701382881,213487.41,1.206389E+09,213520.10,27000.73,1.525800E+08,27005.31
1701382891,221550.75,1.208604E+09,213534.29,28000.04,1.528600E+08,27007.06
1701382901,213477.74,1.210739E+09,213534.19,27000.16,1.531300E+08,27007.05
1701382911,221604.66,1.212955E+09,213548.40,28000.53,1.534100E+08,27008.80
1701382921,205387.51,1.215009E+09,213534.06,26000.44,1.536700E+08,27007.03
1701382931,197212.08,1.216981E+09,213505.42,24998.63,1.539200E+08,27003.50
1701382941,213516.88,1.219116E+09,213505.44,26999.04,1.541900E+08,27003.50
1701382951,221480.44,1.221331E+09,213519.38,28000.50,1.544700E+08,27005.24
1701382961,197771.94,1.223309E+09,213491.90,24999.73,1.547200E+08,27001.74
1701382971,205695.21,1.225366E+09,213478.32,25999.99,1.549800E+08,26999.99
1701382981,173772.75,1.227103E+09,213409.27,22001.41,1.552000E+08,26991.30
1701382991,189832.09,1.229002E+09,213368.33,23999.97,1.554400E+08,26986.11
1701383001,229239.17,1.231294E+09,213395.84,28998.35,1.557300E+08,26989.60
1701383011,237851.41,1.233673E+09,213438.15,30002.36,1.560300E+08,26994.81
1701383021,236954.56,1.236042E+09,213478.77,29997.74,1.563300E+08,26999.99
1701383031,205849.80,1.238101E+09,213465.61,26000.71,1.565900E+08,26998.27
1701383041,228936.00,1.240390E+09,213492.24,29000.77,1.568800E+08,27001.72
1701383051,229046.43,1.242681E+09,213518.97,28998.65,1.571700E+08,27005.15
1701383061,205812.64,1.244739E+09,213505.75,26000.99,1.574300E+08,27003.43
1701383071,213533.85,1.246874E+09,213505.80,27000.83,1.577000E+08,27003.42
1701383081,213476.54,1.249009E+09,213505.75,26998.71,1.579700E+08,27003.42
1701383091,229254.26,1.251301E+09,213532.62,29000.17,1.582600E+08,27006.82
1701383101,229576.81,1.253597E+09,213559.96,28998.56,1.585500E+08,27010.22
1701383111,229728.02,1.255895E+09,213587.45,28999.67,1.588400E+08,27013.60
1701383121,197350.68,1.257868E+09,213559.89,25000.07,1.590900E+08,27010.18
1701383131,237660.24,1.260244E+09,213600.73,30001.70,1.593900E+08,27015.25
1701383141,189299.81,1.262137E+09,213559.61,24000.07,1.596300E+08,27010.15
1701383151,229561.03,1.264433E+09,213586.64,28999.70,1.599200E+08,27013.51
1701383161,213509.43,1.266568E+09,213586.51,26999.00,1.601900E+08,27013.49
1701383171,197340.44,1.268542E+09,213559.16,25000.90,1.604400E+08,27010.10
1701383181,237865.04,1.270920E+09,213600.02,29999.90,1.607400E+08,27015.12
1701383191,221202.22,1.273132E+09,213612.77,28001.64,1.610200E+08,27016.78
1701383201,221143.82,1.275344E+09,213625.38,27998.85,1.613000E+08,27018.42
1701383211,213437.22,1.277478E+09,213625.07,26999.29,1.615700E+08,27018.39
1701383221,221199.30,1.279690E+09,213637.72,27999.20,1.618500E+08,27020.03
1701383231,229007.49,1.281980E+09,213663.33,29000.66,1.621400E+08,27023.33
1701383241,221621.45,1.284196E+09,213676.57,27999.31,1.624200E+08,27024.95
1701383251,229634.65,1.286493E+09,213703.08,29001.05,1.627100E+08,27028.24
1701383261,221634.83,1.288709E+09,213716.23,27999.15,1.629900E+08,27029.85
1701383271,221462.04,1.290924E+09,213729.06,28001.41,1.632700E+08,27031.45
1701383281,221207.52,1.293136E+09,213741.42,27998.69,1.635500E+08,27033.05
1701383291,228927.37,1.295425E+09,213766.48,29000.69,1.638400E+08,27036.30
1701383301,221171.13,1.297637E+09,213778.68,27999.54,1.641200E+08,27037.89
1701383311,237444.96,1.300011E+09,213817.60,30000.26,1.644200E+08,27042.76
1701383321,229693.84,1.302308E+09,213843.67,29001.38,1.647100E+08,27045.97
1701383331,213413.62,1.304442E+09,213842.97,27000.70,1.649800E+08,27045.90
1701383341,236961.86,1.306812E+09,213880.81,29997.59,1.652800E+08,27050.73
1701383351,173879.22,1.308551E+09,213815.44,21999.83,1.655000E+08,27042.48
1701383361,205403.93,1.310605E+09,213801.72,26002.07,1.657600E+08,27040.78
1701383371,221540.62,1.312820E+09,213814.33,27998.89,1.660400E+08,27042.34
1701383381,229764.22,1.315118E+09,213840.26,28999.43,1.663300E+08,27045.52
1701383391,229283.22,1.317411E+09,213865.33,29000.00,1.666200E+08,27048.70
1701383401,236603.59,1.319777E+09,213902.18,30001.22,1.669200E+08,27053.48
1701383411,205694.46,1.321834E+09,213888.90,25998.91,1.671800E+08,27051.78
1701383421,205937.72,1.323893E+09,213876.06,25999.85,1.674400E+08,27050.08
1701383431,205866.30,1.325952E+09,213863.14,26001.47,1.677000E+08,27048.39
1701383441,221169.13,1.328163E+09,213874.90,28000.46,1.679800E+08,27049.92
1701383451,213586.23,1.330299E+09,213874.44,26997.80,1.682500E+08,27049.83
1701383461,236681.31,1.332666E+09,213911.05,30001.61,1.685500E+08,27054.57
1701383471,221320.99,1.334879E+09,213922.92,27998.62,1.688300E+08,27056.09
1701383481,229640.19,1.337176E+09,213948.07,29000.23,1.691200E+08,27059.20
1701383491,221544.57,1.339391E+09,213960.20,27999.53,1.694000E+08,27060.70
1701383501,229558.01,1.341687E+09,213985.08,29002.45,1.696900E+08,27063.79
1701383511,221180.26,1.343898E+09,213996.54,27998.12,1.699700E+08,27065.28
1701383521,213506.92,1.346033E+09,213995.76,27001.14,1.702400E+08,27065.18
1701383531,189531.02,1.347929E+09,213956.93,24000.18,1.704800E+08,27060.32
1701383541,189392.10,1.349823E+09,213918.00,24000.46,1.707200E+08,27055.47
1701383551,205767.67,1.351880E+09,213905.10,25998.93,1.709800E+08,27053.79
1701383561,174222.86,1.353623E+09,213842.41,21999.09,1.712000E+08,27045.81
1701383571,221509.99,1.355838E+09,213854.50,28000.06,1.714800E+08,27047.31
1701383581,229448.03,1.358132E+09,213879.06,29000.18,1.717700E+08,27050.39
1701383591,205504.21,1.360187E+09,213865.89,25999.91,1.720300E+08,27048.74
1701383601,229306.66,1.362480E+09,213890.13,29000.61,1.723200E+08,27051.80
1701383611,228795.51,1.364768E+09,213913.49,29000.01,1.726100E+08,27054.86
1701383621,229181.51,1.367060E+09,213937.38,29001.71,1.729000E+08,27057.90
1701383631,221620.11,1.369276E+09,213949.39,27999.77,1.731800E+08,27059.37
1701383641,221599.70,1.371492E+09,213961.32,27997.61,1.734600E+08,27060.84
1701383651,221504.83,1.373707E+09,213973.07,28001.68,1.737400E+08,27062.30
1701383661,221551.05,1.375923E+09,213984.86,27998.65,1.740200E+08,27063.76
1701383671,213429.50,1.378057E+09,213984.00,27000.35,1.742900E+08,27063.66
1701383681,221315.72,1.380270E+09,213995.36,28000.98,1.745700E+08,27065.11
1701383691,221188.55,1.382482E+09,214006.50,28000.94,1.748500E+08,27066.56
1701383701,228900.83,1.384771E+09,214029.52,28997.84,1.751400E+08,27069.55
1701383711,237421.28,1.387145E+09,214065.62,30000.54,1.754400E+08,27074.07
1701383721,213495.18,1.389280E+09,214064.74,27000.77,1.757100E+08,27073.96
1701383731,189407.16,1.391174E+09,214026.80,23998.64,1.759500E+08,27069.23
1701383741,229545.90,1.393470E+09,214050.64,29000.46,1.762400E+08,27072.19
1701383751,229660.60,1.395767E+09,214074.58,28999.13,1.765300E+08,27075.15
1701383761,221580.70,1.397982E+09,214086.08,28002.10,1.768100E+08,27076.57
1701383771,221501.72,1.400197E+09,214097.42,27999.60,1.770900E+08,27077.98
1701383781,229040.95,1.402488E+09,214120.23,28998.20,1.773800E+08,27080.91
1701383791,228955.32,1.404777E+09,214142.85,28999.95,1.776700E+08,27083.84
1701383801,245374.42,1.407231E+09,214190.38,31002.95,1.779800E+08,27089.80
1701383811,205319.80,1.409284E+09,214176.90,25999.04,1.782400E+08,27088.14
1701383821,197483.06,1.411259E+09,214151.56,24999.22,1.784900E+08,27084.97
1701383831,229367.62,1.413553E+09,214174.62,29001.15,1.787800E+08,27087.88
1701383841,229693.41,1.415850E+09,214198.10,28998.12,1.790700E+08,27090.77
1701383851,221563.19,1.418065E+09,214209.22,28001.87,1.793500E+08,27092.14
1701383861,229241.15,1.420358E+09,214231.90,28999.20,1.796400E+08,27095.02
1701383871,197674.13,1.422334E+09,214206.96,25001.50,1.798900E+08,27091.87
1701383881,229223.99,1.424627E+09,214229.54,28997.89,1.801800E+08,27094.73
1701383891,236535.22,1.426992E+09,214263.04,30000.02,1.804800E+08,27099.10
1701383901,213554.63,1.429128E+09,214261.97,27000.18,1.807500E+08,27098.95
1701383911,197965.17,1.431107E+09,214237.58,24999.10,1.810000E+08,27095.80
1701383921,228938.75,1.433397E+09,214259.55,29000.63,1.812900E+08,27098.65
[worker 0] backoffs took a total of 0.000000sec of runtime

Summary:
loaded 1435179422 metrics in 6697.713sec with 1 workers (mean rate 214279.03 metrics/sec)
loaded 181515490 rows in 6697.713sec with 1 workers (mean rate 27101.11 rows/sec)
